"ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds","Gender_MF_2","History_Grade","English_Grade","Maths_Grade","Irish_Grade","PH_beha_W1","PH_intell_W1","PH_phys_W1","PH_free_anx_W1","PH_pop_W1","PH_happi_W1","PH_beha_W2","PH_intell_W2","PH_phys_W2","PH_free_anx_W2","PH_pop_W2","PH_happi_W2","TC_reading","TC_writing","TC_comprehension","TC_maths","TC_imagin_creat","TC_oral_comm","TC_prob_solving","Discussed_subjects_PCG","Discussed_workload_PCG","Discussed_teachers_PCG","Discussed_future_PCG","Discussed_friends_PCG","Discussed_exams_PCG","Discussed_subjects_YP","Discussed_workload_YP","Discussed_teachers_YP","Discussed_future_YP","Discussed_friends_YP","Discussed_exams_YP"
85000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5,4.5,6.5,5,6,3.5,3,2.5,1,3.5,7,5.5,7,5,7,NA,NA,NA,NA,NA,3,3,2,5,NA,NA,NA,3,NA,NA,3,2,NA,NA,NA,NA,3,4,4,5,2,4,3,4,5,1,NA,0,4,4,2,"Male","A","C","C","D",12,13,6,10,8,9,11,9,9,14,11,9,2,2,2,2,2,2,2,5,4,3,4,2,5,4,3,4,4,5,4
87000,1,1,1,NA,1,1,4,NA,1,2,NA,NA,6,2,5.5,3,6.5,4.5,3,1,3,2.5,4,2.5,5.5,5.5,3.5,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,NA,1,NA,NA,NA,2,NA,NA,3,NA,3,5,4,2,5,3,5,4,5,6,NA,0,5,2,2,"Male","A","B","B",NA,8,11,5,7,2,6,14,10,7,9,5,9,1,1,1,1,1,2,1,5,4,5,3,5,2,1,1,1,2,1,1
88000,1,1,0,NA,0,0,6,NA,2,2,NA,NA,3.5,5.5,7,7,6,6.5,3,3.5,1.5,5,7,4.5,4,7,6.5,NA,NA,NA,NA,NA,4,1,4,4,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,4,4,5,4,4,4,5,NA,1,3,NA,2,"Male","B","B","E or lower","B",8,8,10,11,10,9,14,14,11,11,11,10,1,1,1,2,2,2,2,4,4,4,5,4,4,4,3,1,4,5,5
90000,1,1,1,NA,1,1,5,4,4,3,2,1,6,4.5,6.5,7,4.5,7,5,3,7,1.5,6.5,7,6,5.5,4,4,4,5.5,6,4,3,3,4,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,5,3,5,4,5,4,5,5,NA,NA,NA,2,"Male","C","C","C","B",14,16,9,14,11,10,13,13,5,10,9,5,3,2,2,2,3,3,2,4,5,4,5,3,5,5,5,4,3,3,5
91000,1,1,1,NA,1,1,3,NA,3,2,NA,NA,5,6,6,4,4.5,3.5,1,5,4,3,4,5.5,5,4,4.5,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,4,3,5,5,4,5,3,NA,0,3,2,1,"Male","C","C","D","C",12,13,10,11,8,9,10,9,5,7,6,7,2,1,1,1,1,1,2,5,4,5,5,3,4,5,3,5,5,3,5
92000,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1.5,5,6,1.5,4.5,7,7,7,7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,1,"Male","B","C","C","D",14,14,11,14,11,10,14,14,7,13,10,8,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,1,2,4,2,3
93000,1,1,1,NA,1,1,4,NA,3,3,NA,NA,5,5.5,5.5,6.5,5,4.5,4,7,2,4,6,1.5,5,6,5,NA,NA,NA,NA,NA,4,4,3,3,5,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,2,2,2,4,4,6,NA,0,6,2,1,"Male","C","B","B","C",NA,NA,NA,NA,NA,NA,14,15,9,13,11,10,3,3,3,3,3,3,3,4,4,2,2,2,3,3,2,2,4,3,4
94000,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,4.5,4,4.5,4,5,2,4.5,4,4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,"Male","C","C","D",NA,13,15,10,14,10,10,3,11,10,1,3,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4,5,5.5,5.5,4,2.5,4,4,4,3,6.5,6.5,5,5,2.5,NA,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,3,4,2,3,3,5,5,5,5,5,5,NA,0,4,2,2,"Male","D","C","C","B",14,14,10,12,10,10,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,5,5,5,5,5,3,5,5,5,5,5,5
98000,1,1,1,NA,1,1,5,NA,1,1,NA,NA,4.5,6.5,7,6,5.5,1.5,4,4,2.5,4,3.5,4.5,3,3,2.5,NA,NA,NA,NA,NA,4,4,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,4,5,4,5,5,NA,0,NA,5,2,"Male","B","B","B","D",11,14,9,11,7,9,14,16,11,14,12,10,3,3,3,3,2,3,3,5,4,5,4,4,4,4,3,3,4,4,4
99000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,7,4.5,6.5,5,7,3,0.5,6,1,5.5,3.5,3.5,6,2.5,4,NA,NA,NA,NA,NA,3,5,3,1,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,4,3,4,3,3,2,4,4,NA,1,1,5,1,"Male","E or lower","C","A","C",11,7,5,13,6,10,14,13,9,12,11,9,2,3,2,2,3,3,2,4,2,3,3,4,3,3,3,1,4,3,4
1e+05,1,1,1,NA,1,1,3,NA,3,1,NA,NA,4,4.5,6.5,6.5,7,5.5,5,7,0.5,3.5,7,5,6.5,7,7,NA,NA,NA,NA,NA,3,3,1,2,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,4,3,4,4,5,5,5,5,NA,NA,NA,NA,1,"Male","D","C","C","E or lower",11,12,10,13,11,8,10,14,10,14,12,9,3,3,3,2,3,3,3,5,5,5,4,4,3,5,5,5,4,4,3
102000,1,1,1,1,1,1,6,4,4,1,1,1,3,4.5,7,6,4.5,6.5,7,0.5,7,4.5,5,6,6,4.5,1,5.5,4,6,4,3,5,3,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,4,3,4,4,4,4,5,5,0,6,1,1,"Male","A","A","C","B",13,13,10,12,8,9,12,14,8,9,9,10,3,2,3,2,3,3,3,4,4,4,4,3,4,5,5,3,4,5,5
103000,1,1,1,1,1,1,6,6,3,3,4,4,2.5,4,4.5,6.5,7,5,4,3,6,5,4.5,4,4,3,4,5.5,3.5,4.5,6,5.5,5,2,5,5,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,5,4,4,5,6,6,0,5,3,1,"Male","A","A","D","A",13,16,11,14,11,10,14,16,11,13,11,10,3,3,3,3,3,3,3,5,4,4,5,5,4,4,4,2,3,4,2
104000,NA,NA,1,0,1,1,4,5,3,2,4,4,4,6,4.5,5.5,5,3,4,5,6.5,5,6.5,4,6,6.5,5,5.5,4.5,6.5,3,5,3,4,2,5,NA,2,NA,3,NA,NA,NA,NA,1,NA,NA,2,2,NA,4,4,4,5,4,4,4,5,6,0,6,4,2,NA,"A","C","B","D",12,13,9,8,9,9,12,8,10,13,9,9,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,3,5,5,4,2
105000,1,1,1,NA,1,1,6,NA,4,3,NA,NA,4.5,6.5,6.5,6,4,7,4,2,3.5,0.5,3.5,6,7,6.5,4.5,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,5,4,5,5,5,5,NA,0,6,1,1,"Male","C","C","C","C",13,16,11,13,10,10,11,14,11,13,10,10,2,2,2,3,2,3,2,5,5,5,4,5,5,5,5,4,3,4,4
106000,1,1,1,NA,1,1,1,NA,1,1,NA,NA,5.5,6,3.5,5.5,4.5,3.5,4,6,1.5,0.5,1.5,4,4,1,1,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,2,NA,3,4,5,4,5,5,5,1,NA,0,1,5,2,"Male","B","C","C",NA,8,14,8,11,11,9,13,9,8,13,10,8,1,1,1,1,2,3,1,5,5,5,4,5,4,4,4,4,4,4,4
108000,1,1,1,1,1,1,4,2,1,1,2,2,4.5,4,5.5,2.5,4.5,2,7,3,5.5,2.5,5.5,4,6,6,2,5,4,7,4.5,4.5,3,3,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,2,3,4,5,4,4,4,5,5,5,5,0,5,2,2,"Male","C","C","C","C",10,13,11,11,11,10,5,4,4,7,7,7,3,1,2,2,3,3,3,5,5,4,4,4,5,4,2,3,4,3,4
110000,1,1,1,NA,1,1,4,NA,4,3,NA,NA,6,4.5,6.5,4,6,3,3.5,6,2.5,3,6,4,6,3,5.5,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,2,NA,3,3,3,3,3,3,3,5,NA,0,5,2,2,"Male","C","B","C",NA,10,8,5,13,5,8,8,2,5,8,10,5,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,3,1,3
111000,1,1,1,1,1,1,4,2,1,1,1,1,3.5,2.5,5,5.5,4,2.5,4.5,6,3,1.5,6,3,5,5.5,4.5,4,4,7,4.5,4.5,3,4,1,3,NA,NA,1,NA,NA,3,4,NA,NA,3,NA,NA,4,3,4,5,3,3,3,5,5,5,5,0,5,3,2,"Male","C","C","B","E or lower",13,14,10,14,10,9,14,13,9,12,11,9,3,3,3,3,2,3,2,5,5,3,3,3,5,4,4,4,3,3,4
112000,1,1,1,1,0,1,3,2,1,1,1,1,3.5,5.5,7,7,5,5,2.5,1,2,1,4,3.5,4,2,3.5,6,2.5,4.5,7,4,3,5,NA,4,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,3,4,4,3,1,3,3,3,3,5,NA,0,5,3,2,"Male","B","C","A",NA,9,11,9,9,7,9,13,12,9,9,11,10,1,1,1,2,2,3,1,3,3,3,3,1,3,3,2,4,5,3,4
114000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4,6,6.5,6,6.5,7,4,5,3.5,7,6,4.5,4.5,5.5,7,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,2,3,3,3,3,3,4,3,NA,0,5,2,2,"Male","B","C","B","B",14,13,11,10,10,10,13,13,11,9,11,10,1,1,1,1,2,2,1,4,3,3,3,3,3,4,4,4,4,4,4
115000,1,1,1,NA,1,1,4,NA,2,2,NA,NA,5,4,4,5,5.5,3.5,3,4.5,3,3.5,6,4,4.5,5,5.5,NA,NA,NA,NA,NA,4,3,3,2,NA,NA,3,2,NA,NA,NA,3,NA,NA,3,3,3,NA,4,3,3,3,3,3,4,4,NA,0,5,2,2,"Male","D","B","C","C",7,15,8,11,8,9,11,7,9,13,11,9,2,2,2,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3
117000,1,1,1,NA,1,1,3,NA,2,3,NA,NA,4.5,4.5,5.5,5.5,4,6,2,5.5,1.5,4.5,5.5,3.5,4,6,5.5,NA,NA,NA,NA,NA,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,2,4,4,4,3,3,4,1,NA,0,3,2,2,"Male","D","B","C","C",14,14,8,14,11,10,8,3,8,10,10,9,1,1,2,3,2,2,3,4,3,3,4,4,4,4,3,4,4,3,3
118000,1,1,1,1,1,1,3,3,1,2,1,1,4,6,5.5,6,6.5,3.5,2.5,3,6.5,2,4,6,5,4.5,4.5,4,5.5,5,3,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,3,3,3,4,2,4,3,4,5,5,5,NA,NA,NA,1,"Male","C","B","C","B",10,13,6,10,8,9,14,16,11,14,12,9,2,2,2,2,3,2,2,5,4,3,4,2,4,5,4,3,4,2,4
120000,1,1,1,1,1,1,4,5,1,1,1,1,3.5,6,2,6,5,7,4.5,5,7,3.5,6.5,5,3.5,5,4,5.5,3,5.5,7,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,5,5,5,5,5,5,5,5,NA,NA,NA,1,"Male","C","B","B","B",9,15,9,14,10,9,14,12,11,14,12,10,3,2,3,3,2,2,3,5,5,5,5,5,5,5,4,4,4,3,5
121000,1,1,1,1,1,1,4,4,2,2,2,1,5.5,5,6.5,7,5,2.5,5.5,2.5,1.5,1,6.5,6,7,6.5,4,6,6.5,6.5,6,4.5,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,5,5,5,5,5,5,5,6,NA,NA,NA,1,"Male","B","B","A","B",13,13,9,14,8,10,12,12,9,9,9,6,3,3,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
123000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,7,5,6.5,2,3,5,3,2.5,1,4,5,4.5,4.5,4.5,3.5,NA,NA,NA,NA,NA,3,3,4,NA,3,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,3,4,3,4,4,5,4,4,4,5,NA,0,4,4,2,"Male",NA,"C","C","B",13,15,10,13,10,10,14,16,8,14,11,10,3,2,3,3,2,3,3,4,4,4,5,4,4,4,4,4,4,4,4
124000,1,1,1,1,1,1,3,3,2,2,2,2,5.5,6,5,4.5,4.5,7,7,5,1,0.5,6,6,5.5,4,1.5,7,7,4,5.5,4,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,5,5,5,5,5,5,6,6,0,4,2,1,"Male","C","D","D","B",14,16,11,12,11,10,14,12,10,6,8,9,3,2,2,2,3,3,2,5,5,5,5,5,5,5,4,4,4,2,5
125000,1,1,1,1,1,1,3,3,4,2,2,2,7,7,7,6.5,5,2.5,3,3,3,2,4,5.5,5,6,2,3,4,4,2,3,4,3,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,3,4,4,2,2,3,4,4,4,1,1,NA,NA,NA,2,"Male","D","B","C","C",NA,NA,NA,NA,NA,NA,12,15,8,14,10,9,1,2,2,2,3,2,2,4,4,4,3,2,2,5,5,5,5,1,4
126000,1,1,1,1,1,1,6,6,2,2,3,4,1.5,5.5,3.5,4.5,6,5,3.5,6.5,3,7,6,4,5,6.5,6,6.5,6.5,4,6.5,6.5,5,5,4,5,5,NA,2,2,NA,NA,NA,NA,NA,NA,4,3,3,5,4,5,3,4,3,4,5,6,6,0,6,1,1,"Male","A","A","A","B",14,16,10,14,10,9,9,7,10,13,11,10,3,3,3,3,3,3,3,5,4,3,4,3,5,4,3,1,4,2,3
128000,1,1,1,NA,1,1,3,NA,NA,1,NA,NA,5,4.5,4.5,4.5,6,6.5,5,7,7,7,5.5,6,6,5,6,NA,NA,NA,NA,NA,4,3,4,3,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,4,5,3,3,3,5,5,5,4,NA,0,4,2,2,"Male","C","B","C","B",10,14,8,13,9,9,14,15,10,14,11,10,2,3,2,2,2,2,1,5,5,5,3,3,3,4,4,4,4,4,4
129000,1,1,1,NA,1,1,3,NA,3,2,NA,NA,3,4.5,4.5,6,5,7,1,2,3.5,4.5,7,3.5,6.5,7,5.5,NA,NA,NA,NA,NA,4,4,4,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,5,5,5,5,5,5,6,NA,0,4,2,1,"Male","B","B","B","B",10,10,6,11,3,9,14,13,10,12,10,10,3,2,3,2,2,2,2,5,5,5,5,5,5,4,4,4,4,3,4
130000,1,1,1,1,1,1,6,5,NA,3,2,NA,4,3,4.5,3.5,5.5,7,4,3.5,7,3.5,4.5,3,4.5,3,5,2.5,1.5,4,2,5.5,3,5,3,3,2,NA,2,2,NA,NA,NA,NA,NA,NA,3,2,4,5,5,2,3,3,3,2,3,6,5,0,6,1,1,"Male","C","C","A","C",13,13,7,11,10,9,13,10,5,9,8,7,3,3,3,3,2,2,2,3,2,3,3,3,2,4,1,1,4,1,4
131000,1,1,1,NA,1,1,4,NA,1,4,NA,NA,4,6.5,5,4,6,6.5,6.5,6.5,0.5,1,7,5.5,6,6,6.5,NA,NA,NA,NA,NA,4,3,4,NA,3,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,3,3,4,2,1,3,2,2,3,5,NA,1,1,3,2,"Male",NA,"B","C","B",14,15,9,14,9,10,14,14,11,11,11,10,2,2,2,2,2,2,2,3,2,2,3,1,2,4,5,4,3,2,3
132000,1,1,1,NA,1,1,6,NA,4,4,NA,NA,4,5,6,3.5,2.5,3,2.5,3,3,4,4,2,6,2,2.5,NA,NA,NA,NA,NA,4,2,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,2,3,4,4,3,4,4,4,4,4,5,6,NA,NA,NA,NA,2,"Male","C","B","D","C",14,16,9,12,10,10,13,13,9,7,8,9,3,3,3,3,3,3,3,5,4,4,4,4,4,5,2,4,3,4,3
133000,1,1,1,1,1,1,4,3,2,2,1,1,6,4.5,6,5,6,7,3,5,3,1,6.5,2,3,4,5,4.5,2.5,2,4.5,5,3,4,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,5,5,5,5,5,5,6,6,0,5,5,2,"Male","C","C","B","C",14,15,9,14,10,10,14,13,11,12,12,10,3,3,3,3,2,2,3,5,5,5,5,5,5,5,5,5,4,4,4
134000,1,1,0,0,0,0,5,5,4,1,1,1,4,2,6.5,3,6,5,1,4,1.5,1.5,7,2,6,5,6.5,7,3,7,7,7,4,3,3,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,4,3,5,5,4,3,1,1,5,5,0,6,2,2,"Male","B","B","C","C",14,12,7,8,6,8,13,12,10,13,10,10,3,3,3,3,3,3,3,1,1,3,4,5,5,2,4,3,2,3,2
135000,1,1,1,NA,1,1,3,NA,3,1,NA,NA,6,1.5,6.5,6,5.5,7,0.5,7,7,3,6.5,2,7,6.5,6,NA,NA,NA,NA,NA,3,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,3,1,2,1,1,4,6,NA,0,5,5,1,"Male","B","C","B","D",13,11,7,12,10,8,12,11,7,12,7,10,2,2,2,2,2,2,2,4,1,1,2,1,3,4,1,1,2,5,4
138000,1,1,1,0,1,1,5,5,4,1,3,2,4,4,4.5,5,3,1.5,1.5,1,3,2,6.5,4.5,3.5,7,6,6.5,6.5,5.5,4,3.5,2,2,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,3,3,5,5,5,5,5,5,6,5,0,5,1,1,"Male","C","D","D","B",14,15,7,13,10,9,13,12,8,12,9,10,2,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
140000,1,1,0,NA,1,1,3,NA,2,1,NA,NA,4.5,7,7,7,7,3,7,6.5,2.5,5,6.5,4,6,5,3,NA,NA,NA,NA,NA,4,4,2,4,4,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,3,3,3,4,3,4,4,4,5,5,NA,0,5,4,2,"Male","B","B","B","D",12,13,6,9,4,9,14,14,6,12,9,10,2,2,2,2,1,1,3,5,4,4,4,3,4,5,5,3,4,4,5
143000,1,1,1,1,1,1,3,5,2,1,3,2,3.5,3.5,5,5.5,5.5,7,4.5,6.5,7,5,7,5.5,7,7,7,7,4,4.5,7,7,5,4,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2,2,2,2,3,3,6,6,0,5,2,2,"Male","A","A","B","B",13,15,9,14,10,10,14,15,9,11,11,8,2,2,2,2,2,2,2,3,3,2,2,2,2,4,3,4,4,5,4
144000,1,1,0,0,0,0,6,6,4,4,3,4,4.5,5.5,5.5,5.5,5,5,3,3.5,6,2.5,5,6,6.5,6.5,5.5,4.5,4,6.5,6.5,2.5,2,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,4,5,4,5,4,5,5,5,0,3,2,1,"Male","D","D","E or lower",NA,5,10,9,8,7,3,3,11,10,1,3,7,2,2,2,3,2,2,2,5,4,5,4,5,4,5,4,3,4,2,3
146000,1,1,1,1,1,1,3,2,1,1,2,1,5.5,2.5,7,7,7,7,7,6.5,7,7,7,3.5,4.5,6,7,6,2,4.5,6.5,6.5,2,3,4,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,3,3,5,5,5,5,5,4,5,5,0,6,2,2,"Male","C","D","C","B",13,12,8,10,9,8,14,16,11,14,12,10,2,2,1,3,2,1,1,4,5,5,5,5,5,4,5,5,5,5,5
147000,1,1,1,NA,1,1,5,NA,3,4,NA,NA,3.5,3.5,6,5.5,6,7,5.5,4,5,3,6,4,4.5,6.5,3,NA,NA,NA,NA,NA,2,5,4,4,2,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,3,3,2,2,5,4,3,5,4,5,NA,0,6,2,2,"Male","B","D","A","B",12,6,3,9,4,6,12,10,9,8,11,10,1,2,1,2,2,1,1,4,5,3,4,5,2,5,5,5,4,5,3
148000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,3.5,3.5,4,6,4.5,3.5,3,5,4,0.5,6.5,3.5,5,6.5,4,NA,NA,NA,NA,NA,3,2,3,5,NA,NA,2,NA,NA,3,NA,NA,NA,NA,3,3,4,3,4,3,5,5,3,5,4,5,NA,0,4,5,1,"Male","A","C","D","C",14,13,10,10,9,9,14,16,11,14,12,10,3,2,3,3,3,2,3,4,5,3,5,5,3,2,3,3,4,3,3
151000,1,1,0,1,1,1,3,4,4,3,2,2,4,5,6,5,4.5,6.5,7,7,3,3,5.5,5.5,7,3.5,5,4.5,4.5,6.5,6.5,4.5,3,4,3,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,3,3,3,4,4,4,5,4,5,5,5,0,4,4,1,"Male","B","C","B","C",10,11,8,10,8,10,10,8,8,13,10,8,2,2,2,1,3,2,2,5,4,5,4,4,4,4,5,3,4,4,4
152000,1,1,1,NA,1,1,5,4,2,1,NA,NA,6,4.5,6.5,7,3.5,3,2.5,5,5.5,1,7,6.5,5,6.5,4,3.5,7,5.5,7,4.5,4,4,3,4,NA,NA,2,NA,NA,NA,NA,3,NA,NA,3,NA,3,3,4,4,3,4,1,4,4,5,5,0,6,4,2,"Male","B","B","B","C",5,6,9,10,6,7,11,7,9,11,9,10,1,1,2,2,1,2,2,4,4,1,4,3,4,2,4,4,5,5,5
154000,1,1,1,NA,1,1,5,NA,3,2,NA,NA,6.5,2.5,2.5,7,5,6,3.5,5,4,1,7,2,4,6,3.5,NA,NA,NA,NA,NA,3,2,4,4,NA,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,2,3,2,2,2,2,3,3,5,NA,0,5,1,2,"Male","B","C","D","B",11,13,10,14,11,8,14,13,10,14,10,9,2,2,2,3,2,2,3,3,3,2,2,2,2,4,2,4,5,1,4
155000,1,1,1,NA,1,1,1,2,1,1,1,1,4.5,3,5.5,7,4.5,4,5,3,4,4.5,6,6,3.5,5.5,4.5,7,4,5,6,4.5,4,3,4,2,NA,NA,NA,2,NA,NA,3,3,NA,NA,NA,NA,2,4,3,5,5,4,4,4,5,6,3,1,3,3,2,"Male","D","B","C","B",13,14,9,11,9,9,14,11,10,12,10,8,3,3,3,3,2,2,3,5,4,4,4,5,5,5,4,5,3,5,5
157000,1,1,0,NA,1,1,2,NA,1,NA,NA,NA,5,4,6,5,6,4,1.5,6,3,4.5,4,5,5.5,4.5,5,NA,NA,NA,NA,NA,5,2,4,2,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,2,2,3,2,4,2,4,4,4,4,5,NA,0,5,5,1,"Male","D","A","D","B",12,9,4,8,7,9,9,6,3,6,9,5,2,2,2,2,2,2,2,4,4,4,4,2,4,5,5,1,5,4,5
158000,1,1,1,NA,1,1,4,NA,1,NA,NA,NA,5,4.5,5,7,5.5,2,7,3.5,4,1.5,4,7,7,6.5,4,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,2,NA,NA,NA,4,3,NA,NA,2,3,3,NA,4,5,5,5,5,5,5,5,NA,0,5,5,2,"Male","A","B","B",NA,12,9,6,13,6,8,13,16,10,14,12,9,2,1,2,1,2,2,1,5,5,5,5,5,5,4,5,4,4,4,4
159000,1,1,1,0,1,1,5,3,4,4,NA,3,5,4.5,6,6,5,6.5,6.5,6.5,3.5,2.5,6,5,6.5,6.5,7,7,6.5,7,6.5,7,4,5,4,4,NA,NA,4,NA,3,NA,NA,NA,NA,4,3,NA,4,5,5,5,4,4,3,3,5,6,6,NA,NA,NA,1,"Male","B","B","A","B",14,15,8,14,9,10,14,15,11,14,11,10,3,3,3,3,3,3,3,5,3,3,4,4,5,5,5,4,4,5,4
162000,1,1,1,NA,1,1,3,NA,4,4,NA,NA,3,5.5,7,6.5,5.5,5.5,1,3.5,4.5,3,6,7,7,6,4.5,NA,NA,NA,NA,NA,2,2,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,4,4,4,1,2,2,4,4,5,NA,NA,NA,NA,2,"Male","E or lower","D","D","B",12,14,9,13,11,10,10,12,10,14,11,10,3,3,3,3,3,3,3,4,4,2,2,1,4,4,3,1,3,3,4
165000,1,1,1,NA,0,1,5,NA,3,2,NA,NA,4,5,5,1.5,6,5,6.5,1.5,1,5.5,4.5,4.5,3.5,3.5,1.5,NA,NA,NA,NA,NA,1,1,4,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3,2,2,2,4,5,4,4,5,4,NA,1,4,NA,2,"Male","D","E or lower","E or lower","B",13,9,6,7,7,6,10,8,7,8,7,8,NA,1,1,2,2,2,2,5,4,4,5,4,2,3,5,4,4,5,5
